response_id,campaign_id,member_id,contacted,clicked_or_engaged,converted_membership,attributed_revenue
CR0000591,C003,M00691,Yes,Yes,No,0
CR0000592,C003,M01383,Yes,Yes,No,0
CR0000593,C003,M00887,Yes,Yes,Yes,540
CR0000594,C003,M00913,Yes,Yes,No,0
CR0000595,C003,M00542,Yes,No,No,0
CR0000596,C003,M00483,Yes,No,No,0
CR0000597,C003,M00112,Yes,No,No,0
CR0000598,C003,M00228,Yes,No,No,0
CR0000599,C003,M01318,Yes,Yes,No,0
CR0000600,C003,M00848,Yes,No,Yes,540
CR0000601,C003,M01005,Yes,Yes,No,0
CR0000602,C003,M00640,Yes,No,No,0
CR0000603,C003,M00400,Yes,Yes,No,0
CR0000604,C003,M01245,Yes,No,No,0
CR0000605,C003,M01260,Yes,No,No,0
CR0000606,C003,M00434,Yes,No,No,0
CR0000607,C003,M01150,Yes,No,No,0
CR0000608,C003,M00753,Yes,No,No,0
CR0000609,C003,M00894,Yes,Yes,No,0
CR0000610,C003,M01169,Yes,No,No,0
CR0000611,C003,M00128,Yes,No,No,0
CR0000612,C003,M01283,Yes,No,No,0
CR0000613,C003,M01020,Yes,No,No,0
CR0000614,C003,M00610,Yes,No,No,0
CR0000615,C003,M00030,Yes,No,No,0
CR0000616,C003,M00457,Yes,No,No,0
CR0000617,C003,M00070,Yes,No,No,0
CR0000618,C003,M00395,Yes,Yes,Yes,540
CR0000619,C003,M00213,Yes,No,No,0
CR0000620,C003,M00226,Yes,No,No,0
CR0000621,C003,M01113,Yes,No,No,0
CR0000622,C003,M00108,Yes,No,No,0
CR0000623,C003,M00829,Yes,Yes,No,0
CR0000624,C003,M00401,Yes,No,No,0
CR0000625,C003,M00787,Yes,No,No,0
CR0000626,C003,M00976,Yes,Yes,Yes,300
CR0000627,C003,M00018,Yes,No,No,0
CR0000628,C003,M00871,Yes,No,No,0
CR0000629,C003,M00786,Yes,No,Yes,540
CR0000630,C003,M00779,Yes,No,No,0
CR0000631,C003,M00755,Yes,No,Yes,840
CR0000632,C003,M00044,Yes,No,No,0
CR0000633,C003,M01215,Yes,No,No,0
CR0000634,C003,M01022,Yes,No,No,0
CR0000635,C003,M01265,Yes,No,No,0
CR0000636,C003,M00505,Yes,Yes,No,0
CR0000637,C003,M00219,Yes,No,No,0
CR0000638,C003,M00045,Yes,No,No,0
CR0000639,C003,M01400,Yes,No,No,0
CR0000640,C003,M01236,Yes,Yes,No,0
CR0000641,C003,M00674,Yes,Yes,No,0
CR0000642,C003,M00129,Yes,No,No,0
CR0000643,C003,M00676,Yes,No,No,0
CR0000644,C003,M01001,Yes,Yes,No,0
CR0000645,C003,M00782,Yes,Yes,No,0
CR0000646,C003,M01133,Yes,Yes,No,0
CR0000647,C003,M00840,Yes,No,No,0
CR0000648,C003,M01003,Yes,No,Yes,390
CR0000649,C003,M00407,Yes,No,No,0
CR0000650,C003,M01142,Yes,No,Yes,540
CR0000651,C003,M00296,Yes,No,No,0
CR0000652,C003,M00346,Yes,No,No,0
CR0000653,C003,M01255,Yes,No,No,0
CR0000654,C003,M01146,Yes,No,No,0
CR0000655,C003,M00089,Yes,No,No,0
CR0000656,C003,M00996,Yes,No,No,0
CR0000657,C003,M00259,Yes,Yes,Yes,540
CR0000658,C003,M00389,Yes,No,No,0
CR0000659,C003,M01083,Yes,No,No,0
CR0000660,C003,M01185,Yes,No,No,0
CR0000661,C003,M01230,Yes,No,No,0
CR0000662,C003,M00769,Yes,No,No,0
CR0000663,C003,M01231,Yes,Yes,No,0
CR0000664,C003,M00238,Yes,No,Yes,840
CR0000665,C003,M00410,Yes,No,No,0
CR0000666,C003,M00320,Yes,No,No,0
CR0000667,C003,M00090,Yes,No,No,0
CR0000668,C003,M00891,Yes,No,No,0
CR0000669,C003,M01389,Yes,No,No,0
CR0000670,C003,M01081,Yes,No,Yes,540
CR0000671,C003,M01154,Yes,No,No,0
CR0000672,C003,M00629,Yes,No,No,0
CR0000673,C003,M00424,Yes,No,No,0
CR0000674,C003,M00810,Yes,Yes,No,0
CR0000675,C003,M00308,Yes,Yes,No,0
CR0000676,C003,M00803,Yes,No,No,0
CR0000677,C003,M00099,Yes,No,No,0
CR0000678,C003,M00340,Yes,No,No,0
CR0000679,C003,M00099,Yes,No,No,0
CR0000680,C003,M00723,Yes,No,Yes,390
CR0000681,C003,M01116,Yes,No,No,0
CR0000682,C003,M00237,Yes,No,Yes,840
CR0000683,C003,M00647,Yes,Yes,No,0
CR0000684,C003,M00456,Yes,No,No,0
CR0000685,C003,M00008,Yes,No,No,0
CR0000686,C003,M01174,Yes,No,No,0
CR0000687,C003,M00358,Yes,No,Yes,390
CR0000688,C003,M01234,Yes,No,No,0
CR0000689,C003,M01047,Yes,No,No,0
CR0000690,C003,M00585,Yes,No,No,0
CR0000691,C003,M00903,Yes,No,No,0
CR0000692,C003,M00558,Yes,No,No,0
CR0000693,C003,M00170,Yes,No,No,0
CR0000694,C003,M00568,Yes,Yes,No,0
CR0000695,C003,M01203,Yes,Yes,No,0
CR0000696,C003,M01069,Yes,No,No,0
CR0000697,C003,M00400,Yes,No,No,0
CR0000698,C003,M00768,Yes,No,Yes,540
CR0000699,C003,M01155,Yes,No,No,0
CR0000700,C003,M00445,Yes,No,Yes,840
CR0000701,C003,M00298,Yes,No,No,0
CR0000702,C003,M00297,Yes,No,No,0
CR0000703,C003,M00534,Yes,No,No,0
CR0000704,C003,M00584,Yes,No,No,0
CR0000705,C003,M00697,Yes,No,No,0
CR0000706,C003,M00789,Yes,Yes,No,0
CR0000707,C003,M00547,Yes,No,No,0
CR0000708,C003,M00693,Yes,No,No,0
CR0000709,C003,M01127,Yes,Yes,No,0
CR0000710,C003,M01255,Yes,Yes,No,0
CR0000711,C003,M00138,Yes,No,No,0
CR0000712,C003,M01051,Yes,No,No,0
CR0000713,C003,M00964,Yes,No,No,0
CR0000714,C003,M00909,Yes,Yes,No,0
CR0000715,C003,M00441,Yes,No,No,0
CR0000716,C003,M00207,Yes,No,No,0
CR0000717,C003,M00245,Yes,No,No,0
CR0000718,C003,M00129,Yes,No,No,0
CR0000719,C003,M00492,Yes,Yes,No,0
CR0000720,C003,M01371,Yes,No,No,0
CR0000721,C003,M00653,Yes,Yes,No,0
CR0000722,C003,M00899,Yes,Yes,No,0
CR0000723,C003,M00863,Yes,Yes,No,0
CR0000724,C003,M00829,Yes,No,No,0
CR0000725,C003,M00754,Yes,No,No,0
CR0000726,C003,M00789,Yes,No,No,0
CR0000727,C003,M00325,Yes,No,Yes,390
CR0000728,C003,M00186,Yes,No,Yes,540
CR0000729,C003,M00572,Yes,No,No,0
CR0000730,C003,M00456,Yes,No,No,0
CR0000731,C003,M01155,Yes,No,No,0
CR0000732,C003,M00686,Yes,No,No,0
CR0000733,C003,M00626,Yes,No,No,0
CR0000734,C003,M01098,Yes,No,No,0
CR0000735,C003,M00033,Yes,Yes,No,0
CR0000736,C003,M01119,Yes,Yes,No,0
CR0000737,C003,M01025,Yes,Yes,No,0
CR0000738,C003,M00983,Yes,No,No,0
CR0000739,C003,M00985,Yes,No,No,0
CR0000740,C003,M01025,Yes,Yes,No,0
CR0000741,C003,M00581,Yes,No,No,0
CR0000742,C003,M00360,Yes,No,Yes,390
CR0000743,C003,M00383,Yes,No,No,0
CR0000744,C003,M00127,Yes,No,No,0
CR0000745,C003,M01160,Yes,Yes,No,0
CR0000746,C003,M01119,Yes,Yes,No,0
CR0000747,C003,M01116,Yes,No,No,0
CR0000748,C003,M01018,Yes,No,Yes,540
CR0000749,C003,M01057,Yes,Yes,No,0
CR0000750,C003,M01369,Yes,Yes,No,0
CR0000751,C003,M00527,Yes,No,No,0
CR0000752,C003,M00819,Yes,Yes,No,0
CR0000753,C003,M01030,Yes,No,No,0
CR0000754,C003,M00161,Yes,No,No,0
CR0000755,C003,M00056,Yes,No,Yes,540
CR0000756,C003,M01000,Yes,No,No,0
CR0000757,C003,M00671,Yes,No,No,0
CR0000758,C003,M00834,Yes,Yes,No,0
CR0000759,C003,M00512,Yes,No,No,0
CR0000760,C003,M00601,Yes,No,No,0
CR0000761,C003,M00745,Yes,No,No,0
CR0000762,C003,M01318,Yes,Yes,No,0
CR0000763,C003,M01218,Yes,Yes,No,0
CR0000764,C003,M00748,Yes,Yes,No,0
CR0000765,C003,M00514,Yes,No,Yes,540
CR0000766,C003,M01201,Yes,No,No,0
CR0000767,C003,M01321,Yes,No,No,0
CR0000768,C003,M01045,Yes,No,No,0
CR0000769,C003,M00892,Yes,No,No,0
CR0000770,C003,M00057,Yes,Yes,No,0
CR0000771,C003,M00227,Yes,No,No,0
CR0000772,C003,M01372,Yes,No,No,0
CR0000773,C003,M00725,Yes,No,Yes,840
CR0000774,C003,M00145,Yes,No,No,0
CR0000775,C003,M01317,Yes,No,No,0
CR0000776,C003,M00057,Yes,No,No,0
CR0000777,C003,M00123,Yes,No,No,0
CR0000778,C003,M00038,Yes,Yes,No,0
CR0000779,C003,M00728,Yes,Yes,No,0
CR0000780,C003,M01052,Yes,Yes,No,0
CR0000781,C003,M00197,Yes,Yes,No,0
CR0000782,C003,M00854,Yes,Yes,Yes,540
CR0000783,C003,M00255,Yes,No,No,0
CR0000784,C003,M01208,Yes,No,No,0
CR0000785,C003,M01153,Yes,No,No,0
CR0000786,C003,M00300,Yes,No,No,0
CR0000787,C003,M00983,Yes,No,No,0
CR0000788,C003,M00886,Yes,No,No,0
CR0000789,C003,M00753,Yes,No,No,0
CR0000790,C003,M00460,Yes,Yes,Yes,480
CR0000791,C003,M01347,Yes,Yes,No,0
CR0000792,C003,M01110,Yes,No,No,0
CR0000793,C003,M00902,Yes,Yes,No,0
CR0000794,C003,M00197,Yes,Yes,No,0
CR0000795,C003,M01225,Yes,No,No,0
CR0000796,C003,M01133,Yes,Yes,No,0
CR0000797,C003,M00932,Yes,No,Yes,390
CR0000798,C003,M00617,Yes,Yes,No,0
CR0000799,C003,M00796,Yes,Yes,No,0
CR0000800,C003,M00586,Yes,No,No,0
CR0000801,C003,M00025,Yes,No,No,0
CR0000802,C003,M00174,Yes,No,No,0
CR0000803,C003,M00131,Yes,No,No,0
CR0000804,C003,M00849,Yes,Yes,No,0
CR0000805,C003,M00134,Yes,No,No,0
CR0000806,C003,M00495,Yes,No,Yes,840
CR0000807,C003,M01099,Yes,No,No,0
CR0000808,C003,M00189,Yes,Yes,No,0
CR0000809,C003,M00708,Yes,No,No,0
CR0000810,C003,M00934,Yes,No,No,0
CR0000811,C003,M00511,Yes,No,No,0
CR0000812,C003,M00553,Yes,No,No,0
CR0000813,C003,M00284,Yes,No,No,0
CR0000814,C003,M01089,Yes,No,No,0
CR0000815,C003,M00198,Yes,No,No,0
CR0000816,C003,M00263,Yes,Yes,No,0
CR0000817,C003,M00548,Yes,Yes,No,0
CR0000818,C003,M00392,Yes,No,No,0
CR0000819,C003,M01245,Yes,No,No,0
CR0000820,C003,M01200,Yes,No,No,0
CR0000821,C003,M00476,Yes,No,No,0
CR0000822,C003,M00977,Yes,No,No,0
CR0000823,C003,M00057,Yes,No,No,0
CR0000824,C003,M01006,Yes,No,No,0
CR0000825,C003,M01098,Yes,Yes,No,0
CR0000826,C003,M01184,Yes,No,No,0
CR0000827,C003,M01169,Yes,No,No,0
CR0000828,C003,M00369,Yes,No,No,0
CR0000829,C003,M00609,Yes,Yes,No,0
CR0000830,C003,M00702,Yes,Yes,No,0
CR0000831,C003,M00247,Yes,Yes,No,0
CR0000832,C003,M00642,Yes,No,No,0
CR0000833,C003,M00186,Yes,No,No,0
CR0000834,C003,M01393,Yes,No,No,0
CR0000835,C003,M01349,Yes,No,No,0
CR0000836,C003,M00406,Yes,No,No,0
CR0000837,C003,M00153,Yes,Yes,No,0
CR0000838,C003,M00491,Yes,No,No,0
CR0000839,C003,M01025,Yes,No,No,0
CR0000840,C003,M01106,Yes,No,No,0
CR0000841,C003,M00044,Yes,No,No,0
CR0000842,C003,M01387,Yes,No,No,0
CR0000843,C003,M00550,Yes,Yes,Yes,540
CR0000844,C003,M00359,Yes,Yes,No,0
CR0000845,C003,M01313,Yes,No,No,0
CR0000846,C003,M01027,Yes,No,No,0
CR0000847,C003,M01097,Yes,Yes,No,0
CR0000848,C003,M01129,Yes,No,No,0
CR0000849,C003,M00334,Yes,Yes,No,0
CR0000850,C003,M00499,Yes,No,No,0
CR0000851,C003,M00435,Yes,Yes,Yes,840
CR0000852,C003,M00969,Yes,No,No,0
CR0000853,C003,M00974,Yes,No,No,0
CR0000854,C003,M00962,Yes,No,No,0
CR0000855,C003,M00283,Yes,Yes,No,0
CR0000856,C003,M00087,Yes,Yes,No,0
CR0000857,C003,M00657,Yes,Yes,No,0
CR0000858,C003,M00740,Yes,No,No,0
CR0000859,C003,M00161,Yes,No,No,0
CR0000860,C003,M00688,Yes,No,No,0
CR0000861,C003,M00041,Yes,No,No,0
CR0000862,C003,M00458,Yes,Yes,Yes,390
CR0000863,C003,M01246,Yes,No,No,0
CR0000864,C003,M00046,Yes,No,No,0
CR0000865,C003,M01114,Yes,No,No,0
CR0000866,C003,M00992,Yes,No,No,0
CR0000867,C003,M01285,Yes,No,No,0
CR0000868,C003,M00637,Yes,No,No,0
CR0000869,C003,M00826,Yes,No,No,0
CR0000870,C003,M00212,Yes,No,No,0
CR0000871,C003,M00881,Yes,No,No,0
CR0000872,C003,M00783,Yes,Yes,No,0
CR0000873,C003,M00188,Yes,No,Yes,390
CR0000874,C003,M01328,Yes,No,No,0
CR0000875,C003,M00917,Yes,No,No,0
CR0000876,C003,M00180,Yes,No,No,0
CR0000877,C003,M00197,Yes,No,No,0
CR0000878,C003,M00371,Yes,No,No,0
CR0000879,C003,M01311,Yes,No,No,0
CR0000880,C003,M00595,Yes,No,No,0
CR0000881,C004,M01115,Yes,Yes,No,0
CR0000882,C004,M01360,Yes,No,No,0
CR0000883,C004,M00875,Yes,No,No,0
CR0000884,C004,M01194,Yes,No,No,0
CR0000885,C004,M01226,Yes,No,Yes,540
CR0000886,C004,M01325,Yes,No,No,0
CR0000887,C004,M00084,Yes,No,No,0
CR0000888,C004,M00053,Yes,No,No,0
CR0000889,C004,M00242,Yes,Yes,No,0
CR0000890,C004,M00650,Yes,No,No,0
CR0000891,C004,M01361,Yes,Yes,No,0
CR0000892,C004,M00999,Yes,No,No,0
CR0000893,C004,M00695,Yes,Yes,No,0
CR0000894,C004,M01041,Yes,No,No,0
CR0000895,C004,M00188,Yes,Yes,Yes,390
CR0000896,C004,M00294,Yes,No,No,0
CR0000897,C004,M00927,Yes,No,No,0
CR0000898,C004,M01363,Yes,No,No,0
CR0000899,C004,M00368,Yes,Yes,No,0
CR0000900,C004,M01323,Yes,Yes,No,0
CR0000901,C004,M00519,Yes,Yes,No,0
CR0000902,C004,M00096,Yes,No,No,0
CR0000903,C004,M00521,Yes,No,No,0
CR0000904,C004,M00407,Yes,Yes,No,0
CR0000905,C004,M00253,Yes,No,No,0
CR0000906,C004,M00515,Yes,No,No,0
CR0000907,C004,M00749,Yes,No,No,0
CR0000908,C004,M00254,Yes,No,No,0
CR0000909,C004,M00541,Yes,No,No,0
CR0000910,C004,M00567,Yes,Yes,No,0
CR0000911,C004,M01311,Yes,Yes,No,0
CR0000912,C004,M01049,Yes,No,No,0
CR0000913,C004,M00424,Yes,No,No,0
CR0000914,C004,M00895,Yes,No,No,0
CR0000915,C004,M01214,Yes,No,No,0
CR0000916,C004,M00990,Yes,No,No,0
CR0000917,C004,M00932,Yes,No,No,0
CR0000918,C004,M00850,Yes,No,No,0
CR0000919,C004,M00729,Yes,No,Yes,480
CR0000920,C004,M00381,Yes,No,No,0
CR0000921,C004,M00211,Yes,Yes,No,0
CR0000922,C004,M00341,Yes,No,No,0
CR0000923,C004,M01291,Yes,No,No,0
CR0000924,C004,M00208,Yes,No,No,0
CR0000925,C004,M00159,Yes,Yes,No,0
CR0000926,C004,M00041,Yes,No,No,0
CR0000927,C004,M00770,Yes,No,No,0
CR0000928,C004,M00382,Yes,No,No,0
CR0000929,C004,M00327,Yes,No,No,0
CR0000930,C004,M00678,Yes,No,No,0
CR0000931,C004,M00543,Yes,Yes,No,0
CR0000932,C004,M01058,Yes,No,No,0
CR0000933,C004,M01012,Yes,Yes,No,0
CR0000934,C004,M00995,Yes,No,No,0
CR0000935,C004,M00297,Yes,No,No,0
CR0000936,C004,M00020,Yes,No,No,0
CR0000937,C004,M01343,Yes,No,No,0
CR0000938,C004,M00579,Yes,No,Yes,840
CR0000939,C004,M00204,Yes,No,No,0
CR0000940,C004,M01247,Yes,No,No,0
CR0000941,C004,M00632,Yes,No,No,0
CR0000942,C004,M00818,Yes,No,No,0
CR0000943,C004,M01257,Yes,Yes,No,0
CR0000944,C004,M00740,Yes,No,No,0
CR0000945,C004,M00449,Yes,No,No,0
CR0000946,C004,M00440,Yes,No,No,0
CR0000947,C004,M00118,Yes,Yes,No,0
CR0000948,C004,M00366,Yes,No,No,0
CR0000949,C004,M00015,Yes,No,No,0
CR0000950,C004,M00733,Yes,Yes,Yes,840
CR0000951,C004,M00588,Yes,No,Yes,300
CR0000952,C004,M00757,Yes,No,No,0
CR0000953,C004,M01115,Yes,No,No,0
CR0000954,C004,M00639,Yes,No,No,0
CR0000955,C004,M01027,Yes,No,No,0
CR0000956,C004,M00764,Yes,Yes,No,0
CR0000957,C004,M00230,Yes,No,No,0
CR0000958,C004,M01353,Yes,No,No,0
CR0000959,C004,M00076,Yes,Yes,No,0
CR0000960,C004,M00488,Yes,No,No,0
CR0000961,C004,M00913,Yes,Yes,No,0
CR0000962,C004,M01094,Yes,No,No,0
CR0000963,C004,M00499,Yes,No,No,0
CR0000964,C004,M01331,Yes,No,No,0
CR0000965,C004,M01001,Yes,No,No,0
CR0000966,C004,M00027,Yes,No,No,0
CR0000967,C004,M00668,Yes,No,No,0
CR0000968,C004,M00287,Yes,Yes,Yes,540
CR0000969,C004,M00110,Yes,No,Yes,300
CR0000970,C004,M00280,Yes,No,No,0
CR0000971,C004,M00651,Yes,No,Yes,540
CR0000972,C004,M01023,Yes,No,No,0
CR0000973,C004,M00184,Yes,No,No,0
CR0000974,C004,M01054,Yes,No,No,0
CR0000975,C004,M00508,Yes,No,No,0
CR0000976,C004,M00921,Yes,Yes,No,0
CR0000977,C004,M01106,Yes,Yes,No,0
CR0000978,C004,M00909,Yes,Yes,No,0
CR0000979,C004,M00037,Yes,No,No,0
CR0000980,C004,M01388,Yes,Yes,No,0
CR0000981,C004,M01136,Yes,No,No,0
CR0000982,C004,M00878,Yes,Yes,Yes,840
CR0000983,C004,M00802,Yes,No,No,0
CR0000984,C004,M00490,Yes,No,No,0
CR0000985,C004,M00559,Yes,No,Yes,390
CR0000986,C004,M00279,Yes,No,No,0
CR0000987,C004,M00695,Yes,Yes,No,0
CR0000988,C004,M01006,Yes,No,No,0
CR0000989,C004,M01050,Yes,No,Yes,840
CR0000990,C004,M00344,Yes,No,No,0
CR0000991,C004,M01158,Yes,No,No,0
CR0000992,C004,M01354,Yes,Yes,No,0
CR0000993,C004,M00806,Yes,No,Yes,480
CR0000994,C004,M00122,Yes,No,No,0
CR0000995,C004,M01313,Yes,No,No,0
CR0000996,C004,M00024,Yes,No,No,0
CR0000997,C004,M00692,Yes,Yes,No,0
CR0000998,C004,M00606,Yes,No,No,0
CR0000999,C004,M00043,Yes,No,No,0
CR0001000,C004,M01212,Yes,No,Yes,480
CR0001001,C004,M01354,Yes,No,No,0
CR0001002,C004,M00488,Yes,No,No,0
CR0001003,C004,M00481,Yes,No,Yes,300
CR0001004,C004,M00157,Yes,No,No,0
CR0001005,C004,M00187,Yes,No,No,0
CR0001006,C004,M01227,Yes,No,No,0
CR0001007,C004,M00971,Yes,No,No,0
CR0001008,C004,M00756,Yes,Yes,No,0
CR0001009,C004,M00603,Yes,No,No,0
CR0001010,C004,M01208,Yes,No,No,0
CR0001011,C004,M01248,Yes,No,Yes,840
CR0001012,C004,M01130,Yes,No,Yes,540
CR0001013,C004,M01306,Yes,No,No,0
CR0001014,C004,M00768,Yes,No,No,0
CR0001015,C004,M01114,Yes,No,No,0
CR0001016,C004,M00689,Yes,No,No,0
CR0001017,C004,M00393,Yes,No,No,0
CR0001018,C004,M00601,Yes,Yes,No,0
CR0001019,C004,M00551,Yes,Yes,No,0
CR0001020,C004,M00213,Yes,No,No,0
CR0001021,C004,M00234,Yes,No,No,0
CR0001022,C004,M00426,Yes,No,No,0
CR0001023,C004,M00088,Yes,Yes,No,0
CR0001024,C004,M01064,Yes,No,No,0
CR0001025,C004,M01198,Yes,Yes,No,0
CR0001026,C004,M01298,Yes,No,No,0
CR0001027,C004,M00170,Yes,No,Yes,540
CR0001028,C004,M00980,Yes,No,Yes,480
CR0001029,C004,M00042,Yes,No,No,0
CR0001030,C004,M01246,Yes,No,No,0
CR0001031,C004,M01172,Yes,No,No,0
CR0001032,C004,M00349,Yes,No,No,0
CR0001033,C004,M01351,Yes,No,No,0
CR0001034,C004,M01088,Yes,No,Yes,300
CR0001035,C004,M01395,Yes,No,No,0
CR0001036,C004,M00927,Yes,Yes,No,0
CR0001037,C004,M01001,Yes,No,No,0
CR0001038,C004,M01242,Yes,No,Yes,480
CR0001039,C004,M01382,Yes,No,No,0
CR0001040,C004,M00568,Yes,No,Yes,840
CR0001041,C004,M01400,Yes,Yes,No,0
CR0001042,C004,M00290,Yes,Yes,No,0
CR0001043,C004,M00796,Yes,No,No,0
CR0001044,C004,M00579,Yes,No,No,0
CR0001045,C004,M00769,Yes,Yes,No,0
CR0001046,C004,M00621,Yes,No,No,0
CR0001047,C004,M01142,Yes,No,No,0
CR0001048,C004,M00737,Yes,No,No,0
CR0001049,C004,M00293,Yes,No,Yes,390
CR0001050,C004,M01005,Yes,Yes,No,0
CR0001051,C004,M00996,Yes,No,No,0
CR0001052,C004,M01164,Yes,Yes,No,0
CR0001053,C004,M00053,Yes,No,Yes,840
CR0001054,C004,M00072,Yes,No,No,0
CR0001055,C004,M00066,Yes,No,No,0
CR0001056,C004,M00813,Yes,Yes,No,0
CR0001057,C004,M01299,Yes,No,No,0
CR0001058,C004,M01016,Yes,Yes,No,0
CR0001059,C004,M00073,Yes,No,No,0
CR0001060,C004,M01222,Yes,Yes,Yes,540
CR0001061,C004,M00922,Yes,Yes,No,0
CR0001062,C004,M01143,Yes,No,No,0
CR0001063,C004,M00930,Yes,Yes,No,0
CR0001064,C004,M00415,Yes,No,Yes,840
CR0001065,C004,M01213,Yes,Yes,No,0
CR0001066,C004,M00175,Yes,Yes,No,0
CR0001067,C004,M01108,Yes,Yes,No,0
CR0001068,C004,M01021,Yes,No,No,0
CR0001069,C004,M01126,Yes,No,No,0
CR0001070,C004,M00297,Yes,Yes,No,0
CR0001071,C004,M00133,Yes,No,No,0
CR0001072,C004,M01375,Yes,No,No,0
CR0001073,C004,M01052,Yes,No,No,0
CR0001074,C004,M00770,Yes,No,No,0
CR0001075,C004,M00720,Yes,Yes,No,0
CR0001076,C004,M01234,Yes,No,No,0
CR0001077,C004,M00798,Yes,No,No,0
CR0001078,C004,M00436,Yes,Yes,No,0
CR0001079,C004,M00971,Yes,No,No,0
CR0001080,C004,M00229,Yes,No,No,0
CR0001081,C004,M01005,Yes,No,No,0
CR0001082,C004,M01255,Yes,No,No,0
CR0001083,C004,M00971,Yes,No,No,0
CR0001084,C004,M00603,Yes,No,No,0
CR0001085,C004,M00313,Yes,Yes,No,0
CR0001086,C004,M01298,Yes,No,No,0
CR0001087,C004,M01072,Yes,No,Yes,390
CR0001088,C004,M00400,Yes,No,No,0
CR0001089,C004,M00730,Yes,No,No,0
CR0001090,C004,M00166,Yes,No,No,0
CR0001091,C004,M01332,Yes,No,No,0
CR0001092,C004,M00958,Yes,Yes,No,0
CR0001093,C004,M00814,Yes,No,No,0
CR0001094,C004,M01300,Yes,No,No,0
CR0001095,C004,M00075,Yes,Yes,Yes,300
CR0001096,C004,M00115,Yes,No,No,0
CR0001097,C004,M00122,Yes,No,No,0
CR0001098,C004,M00036,Yes,No,No,0
CR0001099,C004,M00214,Yes,No,No,0
CR0001100,C004,M00003,Yes,No,No,0
CR0001101,C004,M00948,Yes,No,No,0
CR0001102,C004,M01283,Yes,No,No,0
CR0001103,C004,M00731,Yes,No,No,0
CR0001104,C004,M00986,Yes,No,No,0
CR0001105,C004,M00558,Yes,No,No,0
CR0001106,C004,M00168,Yes,No,No,0
CR0001107,C004,M00696,Yes,No,No,0
CR0001108,C004,M00563,Yes,No,No,0
CR0001109,C004,M00679,Yes,No,No,0
CR0001110,C004,M00820,Yes,No,No,0
CR0001111,C004,M00642,Yes,Yes,No,0
CR0001112,C004,M00424,Yes,No,No,0
CR0001113,C004,M00137,Yes,Yes,No,0
CR0001114,C004,M00606,Yes,No,No,0
CR0001115,C004,M00620,Yes,No,No,0
CR0001116,C004,M01211,Yes,No,No,0
CR0001117,C004,M00502,Yes,No,No,0
CR0001118,C004,M00255,Yes,No,No,0
CR0001119,C004,M00386,Yes,No,No,0
CR0001120,C004,M00770,Yes,No,No,0
CR0001121,C004,M00530,Yes,No,No,0
CR0001122,C004,M01339,Yes,No,No,0
CR0001123,C004,M00349,Yes,Yes,No,0
CR0001124,C004,M00169,Yes,No,Yes,480
CR0001125,C004,M01393,Yes,No,No,0
CR0001126,C004,M00568,Yes,Yes,No,0
CR0001127,C004,M00438,Yes,No,Yes,480
CR0001128,C004,M00698,Yes,Yes,No,0
CR0001129,C004,M00296,Yes,No,No,0
CR0001130,C004,M01125,Yes,No,No,0
CR0001131,C004,M00541,Yes,Yes,No,0
CR0001132,C004,M00677,Yes,Yes,No,0
CR0001133,C005,M00978,Yes,No,No,0
CR0001134,C005,M00919,Yes,No,No,0
CR0001135,C005,M00852,Yes,No,No,0
CR0001136,C005,M00904,Yes,No,No,0
CR0001137,C005,M00259,Yes,Yes,No,0
CR0001138,C005,M00817,Yes,No,No,0
CR0001139,C005,M00384,Yes,Yes,No,0
CR0001140,C005,M00385,Yes,Yes,No,0
CR0001141,C005,M00520,Yes,No,No,0
CR0001142,C005,M00912,Yes,Yes,No,0
CR0001143,C005,M01337,Yes,No,No,0
CR0001144,C005,M00100,Yes,No,No,0
CR0001145,C005,M00573,Yes,No,No,0
CR0001146,C005,M00658,Yes,Yes,No,0
CR0001147,C005,M00198,Yes,No,No,0
CR0001148,C005,M01035,Yes,No,No,0
CR0001149,C005,M00608,Yes,No,No,0
CR0001150,C005,M00638,Yes,No,No,0
CR0001151,C005,M00246,Yes,No,No,0
CR0001152,C005,M00816,Yes,No,No,0
CR0001153,C005,M00847,Yes,No,No,0
CR0001154,C005,M00802,Yes,No,No,0
CR0001155,C005,M00347,Yes,No,Yes,480
CR0001156,C005,M00592,Yes,No,No,0
CR0001157,C005,M00396,Yes,No,No,0
CR0001158,C005,M00414,Yes,No,No,0
CR0001159,C005,M00882,Yes,Yes,No,0
CR0001160,C005,M00852,Yes,No,No,0
CR0001161,C005,M00584,Yes,No,No,0
CR0001162,C005,M00934,Yes,No,No,0
CR0001163,C005,M00839,Yes,No,No,0
CR0001164,C005,M00906,Yes,No,No,0
CR0001165,C005,M01030,Yes,No,No,0
CR0001166,C005,M00469,Yes,No,No,0
CR0001167,C005,M00809,Yes,No,No,0
CR0001168,C005,M00892,Yes,No,Yes,840
CR0001169,C005,M00466,Yes,No,No,0
CR0001170,C005,M01016,Yes,No,No,0
CR0001171,C005,M01347,Yes,No,No,0
CR0001172,C005,M00467,Yes,Yes,No,0
CR0001173,C005,M00446,Yes,No,No,0
CR0001174,C005,M00660,Yes,No,No,0
CR0001175,C005,M00009,Yes,No,No,0
CR0001176,C005,M00411,Yes,No,No,0
CR0001177,C005,M00656,Yes,No,No,0
CR0001178,C005,M00751,Yes,No,No,0
