visit_id,member_id,visit_date,facility_id,service_category,check_in_hour,duration_minutes,source_system
V00003792,M00095,2025-02-21,F02,Group class,19,39,Access control
V00003793,M00095,2025-03-03,F02,Aquatics,20,81,Access control
V00003794,M00095,2025-03-07,F02,Group class,17,78,Access control
V00003795,M00095,2025-04-19,F02,Gymnasium,12,126,Access control
V00003796,M00095,2025-04-19,F02,Aquatics,19,124,Access control
V00003797,M00095,2025-04-14,F02,Aquatics,19,66,Access control
V00003798,M00095,2025-04-25,F02,Open recreation,12,40,Access control
V00003799,M00095,2025-04-16,F02,Open recreation,18,65,Access control
V00003800,M00095,2025-06-09,F02,Aquatics,10,104,Access control
V00003801,M00095,2025-07-20,F02,Open recreation,19,110,Access control
V00003802,M00095,2025-08-09,F02,Open recreation,19,56,Front desk entry
V00003803,M00095,2025-09-25,F02,Open recreation,19,67,Access control
V00003804,M00095,2025-09-02,F02,Open recreation,11,97,Access control
V00003805,M00095,2025-09-17,F02,Group class,16,66,Access control
V00003806,M00095,2025-10-03,F02,Fitness,9,76,Access control
V00003807,M00095,2025-10-05,F02,Gymnasium,20,66,Access control
V00003808,M00095,2025-10-24,F02,Fitness,10,104,Access control
V00003809,M00095,2025-10-20,F02,Aquatics,15,92,Front desk entry
V00003810,M00095,2025-11-27,F02,Aquatics,18,46,Access control
V00003811,M00095,2025-11-03,F01,Group class,18,38,Access control
V00003812,M00095,2025-11-01,F02,Gymnasium,15,45,Access control
V00003813,M00095,2025-11-24,F02,Fitness,7,46,Access control
V00003814,M00095,2025-11-04,F02,Open recreation,8,60,Access control
V00003815,M00096,2023-01-17,F03,Fitness,19,54,Access control
V00003816,M00096,2023-02-16,F01,Open recreation,18,62,Access control
V00003817,M00096,2023-02-02,F01,Gymnasium,7,61,Access control
V00003818,M00096,2023-03-19,F02,Open recreation,18,37,Access control
V00003819,M00096,2023-03-24,F01,Aquatics,17,81,Access control
V00003820,M00096,2023-03-19,F01,Fitness,8,41,Access control
V00003821,M00096,2023-03-20,F01,Fitness,16,95,Access control
V00003822,M00096,2023-04-26,F04,Gymnasium,11,105,Access control
V00003823,M00096,2023-04-20,F01,Aquatics,16,130,Access control
V00003824,M00096,2023-04-26,F01,Aquatics,12,107,Access control
V00003825,M00096,2023-04-17,F01,Open recreation,15,66,Access control
V00003826,M00096,2023-04-27,F01,Fitness,11,72,Front desk entry
V00003827,M00096,2023-05-18,F03,Open recreation,17,92,Front desk entry
V00003828,M00096,2023-05-15,F01,Open recreation,10,75,Access control
V00003829,M00096,2023-05-20,F01,Fitness,6,50,Access control
V00003830,M00096,2023-06-17,F01,Group class,6,93,Access control
V00003831,M00096,2023-06-27,F01,Group class,6,60,Access control
V00003832,M00096,2023-06-06,F01,Aquatics,19,93,Access control
V00003833,M00096,2023-07-04,F01,Open recreation,18,48,Access control
V00003834,M00096,2023-07-17,F04,Fitness,19,110,Access control
V00003835,M00096,2023-07-13,F01,Gymnasium,7,38,Access control
V00003836,M00096,2023-08-07,F01,Group class,8,115,Access control
V00003837,M00096,2023-08-18,F03,Open recreation,17,110,Access control
V00003838,M00096,2023-09-13,F01,Aquatics,17,72,Access control
V00003839,M00096,2023-09-02,F01,Fitness,16,39,Access control
V00003840,M00096,2023-09-14,F01,Fitness,17,86,Front desk entry
V00003841,M00096,2023-09-23,F01,Fitness,16,56,Front desk entry
V00003842,M00096,2023-10-13,F01,Aquatics,12,83,Access control
V00003843,M00096,2023-10-01,F01,Fitness,7,124,Access control
V00003844,M00096,2023-11-22,F01,Fitness,17,77,Access control
V00003845,M00096,2023-11-02,F01,Fitness,11,119,Access control
V00003846,M00096,2023-11-09,F01,Fitness,7,95,Access control
V00003847,M00096,2023-11-27,F01,Fitness,19,102,Access control
V00003848,M00096,2023-11-04,F01,Aquatics,19,75,Access control
V00003849,M00096,2023-11-15,F01,Aquatics,19,,Access control
V00003850,M00096,2023-11-05,F01,Fitness,19,52,Access control
V00003851,M00096,2023-11-08,F01,Fitness,9,103,Access control
V00003852,M00096,2023-12-17,F01,Fitness,19,56,Access control
V00003853,M00096,2024-01-22,F01,Gymnasium,12,80,Access control
V00003854,M00096,2024-01-25,F01,Fitness,7,95,Access control
V00003855,M00096,2024-01-07,F01,Fitness,9,,Access control
V00003856,M00096,2024-02-26,F01,Aquatics,11,114,Access control
V00003857,M00096,2024-02-17,F01,Fitness,7,51,Access control
V00003858,M00096,2024-02-27,F01,Open recreation,12,112,Access control
V00003859,M00096,2024-02-27,F03,Group class,18,100,Access control
V00003860,M00096,2024-03-26,F01,Group class,19,81,Access control
V00003861,M00096,2024-03-21,F01,Aquatics,7,52,Access control
V00003862,M00096,2024-04-02,F01,Open recreation,11,79,Access control
V00003863,M00096,2024-05-14,F01,Fitness,19,38,Access control
V00003864,M00096,2024-05-26,F01,Gymnasium,20,64,Access control
V00003865,M00096,2024-05-08,F01,Group class,6,63,Access control
V00003866,M00096,2024-05-21,F01,Aquatics,6,74,Access control
V00003867,M00096,2024-06-27,F01,Fitness,7,36,Access control
V00003868,M00096,2024-06-12,F01,Aquatics,18,108,Access control
V00003869,M00096,2024-07-22,F01,Gymnasium,20,54,Access control
V00003870,M00096,2024-08-05,F03,Aquatics,12,37,Access control
V00003871,M00096,2024-08-06,F01,Aquatics,20,116,Access control
V00003872,M00096,2024-08-24,F01,Fitness,10,101,Access control
V00003873,M00096,2024-09-25,F04,Group class,18,,Access control
V00003874,M00096,2024-09-08,F01,Group class,19,59,Access control
V00003875,M00096,2024-10-16,F01,Fitness,11,86,Access control
V00003876,M00096,2024-10-24,F03,Gymnasium,6,79,Access control
V00003877,M00096,2024-10-08,F03,Gymnasium,7,105,Access control
V00003878,M00096,2024-11-05,F01,Fitness,19,44,Access control
V00003879,M00096,2024-11-01,F03,Aquatics,16,720,Access control
V00003880,M00096,2024-11-06,F01,Open recreation,18,111,Access control
V00003881,M00096,2024-11-26,F01,Fitness,18,124,Access control
V00003882,M00096,2024-12-02,F01,Fitness,19,41,Front desk entry
V00003883,M00096,2024-12-25,F01,Fitness,18,113,Access control
V00003884,M00096,2024-12-13,F01,Group class,18,64,Access control
V00003885,M00096,2024-12-02,F01,Fitness,8,61,Access control
V00003886,M00096,2025-01-27,F01,Gymnasium,16,95,Access control
V00003887,M00096,2025-01-06,F01,Group class,12,,Access control
V00003888,M00096,2025-01-25,F04,Aquatics,10,78,Access control
V00003889,M00096,2025-02-17,F01,Open recreation,7,128,Access control
V00003890,M00096,2025-03-19,F01,Group class,19,83,Access control
V00003891,M00096,2025-03-22,F01,Aquatics,18,95,Access control
V00003892,M00096,2025-03-26,F04,Gymnasium,6,,Access control
V00003893,M00096,2025-04-20,F01,Aquatics,6,120,Access control
V00003894,M00096,2025-04-03,F03,Open recreation,7,64,Access control
V00003895,M00096,2025-05-09,F01,Fitness,12,75,Access control
V00003896,M00096,2025-05-16,F01,Gymnasium,18,,Access control
V00003897,M00096,2025-05-26,F01,Gymnasium,16,111,Access control
V00003898,M00096,2025-05-17,F01,Fitness,20,,Access control
V00003899,M00096,2025-06-04,F01,Fitness,9,61,Access control
V00003900,M00096,2025-06-13,F01,Gymnasium,16,124,Access control
V00003901,M00096,2025-06-25,F04,Aquatics,18,33,Access control
V00003902,M00096,2025-07-27,F03,Aquatics,19,57,Access control
V00003903,M00096,2025-07-10,F01,Fitness,16,107,Access control
V00003904,M00096,2025-07-24,F01,Group class,11,79,Access control
V00003905,M00096,2025-07-06,F01,Open recreation,9,97,Access control
V00003906,M00096,2025-08-27,F01,Fitness,19,87,Access control
V00003907,M00096,2025-08-05,F04,Fitness,15,76,Access control
V00003908,M00096,2025-09-27,F01,Fitness,19,97,Access control
V00003909,M00096,2025-09-02,F01,Group class,18,51,Access control
V00003910,M00096,2025-09-10,F01,Fitness,7,83,Access control
V00003911,M00096,2025-10-22,F01,Aquatics,7,129,Access control
V00003912,M00096,2025-11-23,F01,Fitness,7,63,Access control
V00003913,M00096,2025-11-10,F01,Aquatics,11,106,Access control
V00003914,M00096,2025-12-17,F03,Open recreation,6,124,Access control
V00003915,M00096,2025-12-12,F01,Aquatics,16,63,Access control
V00003916,M00096,2025-12-24,F01,Gymnasium,6,123,Access control
V00003917,M00096,2025-12-02,F01,Gymnasium,20,68,Access control
V00003918,M00097,2024-03-20,F02,Gymnasium,7,59,Access control
V00003919,M00097,2024-03-13,F02,Open recreation,15,76,Access control
V00003920,M00097,2024-03-19,F02,Gymnasium,17,102,Access control
V00003921,M00097,2024-03-14,F02,Aquatics,7,36,Access control
V00003922,M00097,2024-04-10,F02,Fitness,15,102,Access control
V00003923,M00097,2024-04-01,F02,Fitness,19,97,Access control
V00003924,M00097,2024-04-10,F02,Group class,16,125,Access control
V00003925,M00097,2024-04-05,F02,Fitness,19,93,Front desk entry
V00003926,M00097,2024-05-18,F02,Fitness,10,109,Access control
V00003927,M00097,2024-05-04,F03,Fitness,9,57,Access control
V00003928,M00097,2024-05-27,F02,Gymnasium,12,96,Access control
V00003929,M00097,2024-06-09,F02,Open recreation,7,104,Access control
V00003930,M00097,2024-07-27,F02,Fitness,17,48,Access control
V00003931,M00097,2024-07-18,F02,Open recreation,15,51,Access control
V00003932,M00097,2024-07-11,F04,Aquatics,9,130,Access control
V00003933,M00097,2024-07-02,F02,Aquatics,19,52,Front desk entry
V00003934,M00097,2024-07-22,F02,Aquatics,15,45,Access control
V00003935,M00097,2024-07-22,F02,Gymnasium,9,120,Access control
V00003936,M00097,2024-08-11,F02,Open recreation,19,44,Access control
V00003937,M00097,2024-08-23,F02,Fitness,17,38,Access control
V00003938,M00097,2024-09-03,F02,Aquatics,7,68,Access control
V00003939,M00097,2024-09-09,F02,Gymnasium,12,57,Access control
V00003940,M00097,2024-10-15,F02,Fitness,19,97,Access control
V00003941,M00097,2024-10-24,F02,Gymnasium,19,130,Access control
V00003942,M00097,2024-10-03,F02,Aquatics,18,54,Access control
V00003943,M00097,2024-10-07,F02,Fitness,16,100,Access control
V00003944,M00097,2024-10-09,F01,Open recreation,16,125,Access control
V00003945,M00097,2024-11-03,F04,Group class,19,44,Access control
V00003946,M00097,2024-11-13,F02,Fitness,7,103,Access control
V00003947,M00097,2024-11-19,F02,Open recreation,17,106,Access control
V00003948,M00097,2024-11-12,F02,Open recreation,7,85,Access control
V00003949,M00097,2024-11-10,F02,Aquatics,19,116,Access control
V00003950,M00097,2024-12-15,F02,Aquatics,7,39,Access control
V00003951,M00097,2024-12-17,F02,Aquatics,19,64,Access control
V00003952,M00097,2024-12-11,F02,Gymnasium,15,60,Access control
V00003953,M00097,2024-12-27,F02,Group class,7,108,Access control
V00003954,M00097,2025-01-15,F02,Aquatics,19,108,Access control
V00003955,M00097,2025-01-03,F02,Open recreation,19,46,Access control
V00003956,M00097,2025-01-15,F02,Group class,8,49,Access control
V00003957,M00097,2025-01-17,F02,Gymnasium,12,37,Access control
V00003958,M00097,2025-01-04,F04,Aquatics,17,114,Access control
V00003959,M00097,2025-01-13,F02,Gymnasium,17,53,Access control
V00003960,M00097,2025-01-12,F02,Group class,19,65,Access control
V00003961,M00097,2025-02-21,F02,Fitness,10,48,Access control
V00003962,M00097,2025-02-15,F02,Open recreation,16,100,Access control
V00003963,M00097,2025-02-23,F02,Gymnasium,11,51,Access control
V00003964,M00097,2025-02-02,F02,Gymnasium,15,32,Access control
V00003965,M00097,2025-02-12,F02,Open recreation,19,45,Access control
V00003966,M00097,2025-02-11,F02,Group class,17,91,Access control
V00003967,M00097,2025-03-14,F02,Aquatics,17,95,Access control
V00003968,M00097,2025-03-26,F02,Gymnasium,18,,Access control
V00003969,M00097,2025-03-11,F02,Group class,18,39,Access control
V00003970,M00097,2025-03-24,F02,Fitness,7,101,Access control
V00003971,M00097,2025-03-12,F02,Aquatics,15,104,Access control
V00003972,M00097,2025-04-18,F02,Fitness,19,112,Access control
V00003973,M00097,2025-04-13,F02,Gymnasium,16,51,Access control
V00003974,M00097,2025-04-21,F02,Open recreation,15,71,Access control
V00003975,M00097,2025-04-12,F02,Fitness,18,38,Access control
V00003976,M00097,2025-05-18,F02,Gymnasium,6,119,Access control
V00003977,M00097,2025-05-07,F02,Group class,12,121,Access control
V00003978,M00097,2025-05-02,F02,Aquatics,18,122,Access control
V00003979,M00097,2025-05-03,F02,Fitness,11,103,Access control
V00003980,M00097,2025-05-03,F02,Gymnasium,19,79,Access control
V00003981,M00097,2025-06-15,F02,Group class,19,42,Access control
V00003982,M00097,2025-06-17,F02,Group class,16,90,Access control
V00003983,M00097,2025-06-21,F04,Fitness,20,74,Access control
V00003984,M00097,2025-06-09,F02,Fitness,6,69,Access control
V00003985,M00097,2025-06-27,F02,Fitness,9,42,Access control
V00003986,M00097,2025-07-06,F02,Fitness,15,77,Access control
V00003987,M00097,2025-08-02,F02,Fitness,9,128,Access control
V00003988,M00097,2025-08-19,F04,Gymnasium,9,33,Access control
V00003989,M00097,2025-09-02,F02,Fitness,16,99,Access control
V00003990,M00097,2025-09-19,F02,Aquatics,18,107,Access control
V00003991,M00097,2025-09-01,F02,Fitness,18,90,Access control
V00003992,M00097,2025-09-20,F02,Open recreation,18,73,Access control
V00003993,M00097,2025-09-19,F02,Aquatics,16,90,Access control
V00003994,M00097,2025-10-01,F01,Gymnasium,17,92,Access control
V00003995,M00097,2025-10-27,F02,Fitness,17,125,Access control
V00003996,M00097,2025-11-06,F01,Gymnasium,11,77,Access control
V00003997,M00097,2025-11-23,F02,Aquatics,7,52,Access control
V00003998,M00097,2025-11-10,F02,Open recreation,7,47,Access control
V00003999,M00097,2025-12-12,F02,Fitness,10,80,Access control
V00004000,M00097,2025-12-11,F02,Open recreation,18,97,Access control
V00004001,M00098,2024-05-15,F01,Aquatics,9,122,Access control
V00004002,M00098,2024-06-11,F01,Fitness,10,58,Access control
V00004003,M00098,2024-07-26,F01,Group class,17,54,Access control
V00004004,M00098,2024-07-19,F01,Fitness,16,110,Access control
V00004005,M00098,2024-07-10,F03,Group class,11,113,Access control
V00004006,M00098,2024-07-08,F01,Aquatics,18,38,Access control
V00004007,M00098,2024-08-21,F01,Group class,18,110,Access control
V00004008,M00098,2024-09-11,F01,Open recreation,7,57,Access control
V00004009,M00098,2025-01-21,F01,Fitness,19,110,Access control
V00004010,M00098,2025-01-18,F01,Fitness,18,34,Access control
V00004011,M00098,2025-01-24,F01,Fitness,16,52,Access control
V00004012,M00098,2025-01-26,F01,Fitness,19,,Access control
V00004013,M00098,2025-03-18,F01,Fitness,19,73,Access control
V00004014,M00098,2025-05-09,F04,Fitness,19,120,Front desk entry
V00004015,M00098,2025-05-20,F01,Open recreation,19,106,Access control
V00004016,M00098,2025-05-27,F01,Open recreation,19,59,Access control
V00004017,M00098,2025-06-26,F01,Fitness,18,70,Access control
V00004018,M00098,2025-06-10,F01,Fitness,18,64,Access control
V00004019,M00098,2025-08-04,F01,Gymnasium,12,129,Access control
V00004020,M00098,2025-08-01,F01,Group class,8,67,Access control
V00004021,M00098,2025-08-05,F01,Fitness,19,88,Access control
V00004022,M00098,2025-09-03,F01,Gymnasium,7,95,Access control
V00004023,M00098,2025-09-07,F01,Open recreation,7,94,Access control
V00004024,M00098,2025-09-11,F01,Gymnasium,19,112,Access control
V00004025,M00098,2025-09-06,F03,Aquatics,17,100,Access control
V00004026,M00098,2025-11-23,F01,Group class,20,98,Access control
V00004027,M00098,2025-11-07,F01,Open recreation,17,48,Access control
V00004028,M00098,2025-11-12,F01,Aquatics,20,90,Access control
V00004029,M00098,2025-11-02,F01,Open recreation,12,113,Access control
V00004030,M00098,2025-12-12,F02,Open recreation,15,57,Access control
V00004031,M00099,2022-04-23,F02,Aquatics,9,106,Access control
V00004032,M00099,2022-04-12,F02,Gymnasium,19,53,Access control
V00004033,M00099,2022-04-15,F02,Open recreation,19,80,Access control
V00004034,M00099,2022-04-23,F04,Aquatics,17,45,Access control
V00004035,M00099,2022-05-25,F02,Group class,17,82,Access control
V00004036,M00099,2022-05-20,F02,Aquatics,8,111,Access control
V00004037,M00099,2022-05-19,F02,Fitness,7,48,Access control
V00004038,M00099,2022-05-07,F02,Open recreation,8,40,Access control
V00004039,M00099,2022-05-04,F02,Group class,15,63,Access control
V00004040,M00099,2022-05-03,F02,Gymnasium,20,93,Access control
V00004041,M00099,2022-05-09,F02,Fitness,6,119,Access control
V00004042,M00099,2022-05-14,F02,Open recreation,18,63,Access control
V00004043,M00099,2022-05-25,F02,Group class,15,90,Access control
V00004044,M00099,2022-06-25,F01,Aquatics,7,64,Access control
V00004045,M00099,2022-06-10,F02,Fitness,19,83,Access control
V00004046,M00099,2022-06-16,F02,Aquatics,7,101,Access control
V00004047,M00099,2022-06-05,F02,Aquatics,18,48,Access control
V00004048,M00099,2022-07-19,F02,Group class,8,46,Front desk entry
V00004049,M00099,2022-07-06,F02,Gymnasium,15,99,Access control
V00004050,M00099,2022-08-14,F02,Open recreation,20,117,Access control
V00004051,M00099,2022-08-13,F02,Fitness,8,108,Access control
V00004052,M00099,2022-08-05,F02,Open recreation,7,112,Front desk entry
V00004053,M00099,2022-09-01,F01,Fitness,20,72,Access control
V00004054,M00099,2022-09-13,F02,Fitness,18,93,Access control
V00004055,M00099,2022-09-14,F02,Open recreation,6,77,Access control
V00004056,M00099,2022-09-11,F02,Aquatics,7,30,Access control
V00004057,M00099,2022-09-23,F02,Fitness,18,72,Access control
V00004058,M00099,2022-09-02,F04,Open recreation,8,122,Access control
V00004059,M00099,2022-09-21,F02,Fitness,6,83,Access control
V00004060,M00099,2022-10-02,F02,Open recreation,7,57,Access control
V00004061,M00099,2022-10-06,F02,Fitness,17,75,Access control
V00004062,M00099,2022-10-27,F01,Open recreation,8,118,Access control
V00004063,M00099,2022-10-08,F03,Open recreation,19,85,Access control
V00004064,M00099,2022-10-10,F02,Gymnasium,18,65,Access control
V00004065,M00099,2022-11-17,F02,Aquatics,6,97,Access control
V00004066,M00099,2022-11-06,F02,Aquatics,9,40,Access control
V00004067,M00099,2022-11-20,F02,Gymnasium,18,40,Access control
V00004068,M00099,2022-11-11,F02,Group class,15,42,Access control
V00004069,M00099,2022-11-05,F02,Aquatics,19,73,Access control
V00004070,M00099,2022-11-04,F02,Aquatics,20,70,Access control
V00004071,M00099,2022-11-09,F02,Fitness,17,49,Access control
V00004072,M00099,2022-12-26,F02,Open recreation,20,54,Access control
V00004073,M00099,2022-12-27,F02,Fitness,17,63,Access control
V00004074,M00099,2022-12-08,F02,Open recreation,8,81,Access control
V00004075,M00099,2022-12-22,F02,Group class,16,61,Access control
V00004076,M00099,2022-12-14,F02,Aquatics,17,89,Access control
V00004077,M00099,2022-12-09,F02,Gymnasium,19,126,Access control
V00004078,M00099,2022-12-07,F02,Open recreation,17,85,Access control
V00004079,M00099,2023-01-21,F02,Aquatics,6,68,Access control
V00004080,M00099,2023-01-12,F02,Open recreation,19,89,Access control
V00004081,M00099,2023-01-21,F04,Fitness,17,60,Access control
V00004082,M00099,2023-01-01,F03,Open recreation,8,91,Access control
V00004083,M00099,2023-01-23,F02,Fitness,18,103,Access control
V00004084,M00099,2023-02-08,F02,Gymnasium,10,66,Access control
V00004085,M00099,2023-03-08,F02,Group class,19,94,Access control
V00004086,M00099,2023-03-17,F02,Group class,9,80,Access control
V00004087,M00099,2023-03-01,F02,Group class,12,51,Access control
V00004088,M00099,2023-03-13,F02,Fitness,19,90,Access control
V00004089,M00099,2023-04-18,F02,Gymnasium,10,74,Access control
V00004090,M00099,2023-04-07,F02,Group class,17,30,Access control
V00004091,M00099,2023-04-19,F02,Gymnasium,19,42,Access control
V00004092,M00099,2023-04-20,F02,Aquatics,6,41,Access control
V00004093,M00099,2023-04-03,F02,Open recreation,18,92,Access control
V00004094,M00099,2023-04-17,F02,Group class,17,63,Access control
V00004095,M00099,2023-05-07,F03,Open recreation,6,78,Access control
V00004096,M00099,2023-05-04,F02,Fitness,20,93,Access control
V00004097,M00099,2023-05-26,F02,Gymnasium,10,103,Access control
V00004098,M00099,2023-05-17,F02,Open recreation,11,43,Access control
V00004099,M00099,2023-05-21,F03,Open recreation,20,82,Access control
V00004100,M00099,2023-05-02,F01,Group class,20,59,Access control
V00004101,M00099,2023-05-03,F02,Fitness,11,68,Access control
V00004102,M00099,2023-05-05,F04,Aquatics,12,128,Front desk entry
V00004103,M00099,2023-06-15,F02,Fitness,6,38,Front desk entry
V00004104,M00099,2023-06-13,F02,Gymnasium,18,94,Access control
V00004105,M00099,2023-06-02,F03,Fitness,6,48,Access control
V00004106,M00099,2023-06-13,F01,Aquatics,9,67,Access control
V00004107,M00099,2023-06-21,F03,Open recreation,16,105,Access control
V00004108,M00099,2023-06-05,F02,Aquatics,20,34,Access control
V00004109,M00099,2023-06-19,F02,Gymnasium,9,120,Front desk entry
V00004110,M00099,2023-06-22,F02,Gymnasium,19,110,Access control
V00004111,M00099,2023-07-02,F02,Fitness,19,98,Access control
V00004112,M00099,2023-07-07,F02,Fitness,18,117,Access control
V00004113,M00099,2023-07-16,F02,Gymnasium,6,39,Access control
V00004114,M00099,2023-07-09,F04,Group class,7,46,Front desk entry
V00004115,M00099,2023-08-04,F02,Aquatics,17,49,Access control
V00004116,M00099,2023-08-14,F02,Fitness,7,72,Access control
V00004117,M00099,2023-08-17,F02,Open recreation,7,109,Access control
V00004118,M00099,2023-09-10,F02,Group class,20,33,Access control
V00004119,M00099,2023-09-10,F02,Fitness,17,50,Access control
V00004120,M00099,2023-09-12,F02,Open recreation,9,47,Access control
V00004121,M00099,2023-09-11,F02,Aquatics,17,93,Access control
V00004122,M00099,2023-09-11,F02,Fitness,7,33,Access control
V00004123,M00099,2023-09-11,F02,Gymnasium,16,106,Access control
V00004124,M00099,2023-10-07,F02,Group class,7,93,Access control
V00004125,M00099,2023-10-13,F03,Aquatics,18,122,Access control
V00004126,M00099,2023-10-23,F02,Gymnasium,11,79,Access control
V00004127,M00099,2023-10-21,F02,Open recreation,18,45,Access control
V00004128,M00099,2023-10-01,F02,Gymnasium,10,60,Access control
V00004129,M00099,2023-10-20,F02,Group class,16,34,Access control
V00004130,M00099,2023-10-19,F02,Fitness,19,47,Access control
V00004131,M00099,2023-10-27,F02,Fitness,18,76,Access control
V00004132,M00099,2023-11-11,F02,Gymnasium,19,31,Access control
V00004133,M00099,2023-11-27,F02,Aquatics,18,61,Access control
V00004134,M00099,2023-11-17,F02,Gymnasium,18,91,Access control
V00004135,M00099,2023-11-10,F02,Aquatics,8,64,Access control
V00004136,M00099,2023-11-04,F02,Gymnasium,12,52,Access control
V00004137,M00099,2023-12-17,F02,Gymnasium,8,49,Access control
V00004138,M00099,2023-12-14,F02,Open recreation,19,83,Access control
V00004139,M00099,2023-12-02,F02,Gymnasium,7,86,Access control
V00004140,M00099,2024-01-20,F02,Fitness,16,52,Access control
V00004141,M00099,2024-01-05,F02,Gymnasium,17,126,Access control
V00004142,M00099,2024-01-16,F02,Group class,15,34,Access control
V00004143,M00099,2024-01-14,F02,Fitness,18,46,Access control
V00004144,M00099,2024-01-07,F02,Group class,19,53,Access control
V00004145,M00099,2024-02-12,F02,Aquatics,15,100,Access control
V00004146,M00099,2024-02-19,F02,Fitness,6,53,Access control
V00004147,M00099,2024-02-14,F02,Open recreation,16,117,Front desk entry
V00004148,M00099,2024-02-22,F02,Fitness,15,39,Access control
V00004149,M00099,2024-02-18,F02,Fitness,11,111,Access control
V00004150,M00099,2024-02-02,F02,Fitness,12,113,Access control
V00004151,M00099,2024-03-04,F01,Aquatics,9,71,Access control
V00004152,M00099,2024-03-12,F03,Gymnasium,8,49,Access control
V00004153,M00099,2024-03-06,F02,Fitness,19,52,Access control
V00004154,M00099,2024-03-21,F02,Aquatics,10,73,Access control
V00004155,M00099,2024-03-27,F02,Group class,17,58,Access control
V00004156,M00099,2024-03-21,F02,Aquatics,10,69,Access control
V00004157,M00099,2024-03-12,F02,Fitness,9,111,Access control
V00004158,M00099,2024-03-07,F02,Fitness,20,116,Access control
V00004159,M00099,2024-03-12,F02,Aquatics,15,42,Access control
V00004160,M00099,2024-03-22,F02,Open recreation,10,94,Access control
V00004161,M00099,2024-03-22,F02,Gymnasium,19,84,Access control
V00004162,M00099,2024-04-14,F02,Fitness,10,35,Access control
V00004163,M00099,2024-04-09,F02,Aquatics,17,44,Access control
V00004164,M00099,2024-04-27,F02,Fitness,8,31,Access control
V00004165,M00099,2024-04-02,F03,Gymnasium,19,65,Access control
V00004166,M00099,2024-04-17,F02,Fitness,16,82,Access control
V00004167,M00099,2024-05-12,F02,Group class,20,69,Access control
V00004168,M00099,2024-05-25,F02,Aquatics,18,91,Access control
V00004169,M00099,2024-05-09,F03,Fitness,8,55,Access control
V00004170,M00099,2024-05-03,F02,Open recreation,19,77,Access control
V00004171,M00099,2024-05-13,F04,Open recreation,9,103,Access control
V00004172,M00099,2024-05-11,F02,Fitness,15,94,Access control
V00004173,M00099,2024-06-16,F02,Open recreation,19,82,Access control
V00004174,M00099,2024-06-03,F02,Fitness,17,47,Front desk entry
V00004175,M00099,2024-06-18,F02,Aquatics,20,113,Access control
V00004176,M00099,2024-06-10,F02,Aquatics,10,103,Access control
V00004177,M00099,2024-07-23,F02,Fitness,8,48,Access control
V00004178,M00099,2024-07-21,F02,Gymnasium,18,125,Access control
V00004179,M00099,2024-07-15,F02,Aquatics,8,54,Access control
V00004180,M00099,2024-07-05,F04,Fitness,18,67,Access control
V00004181,M00099,2024-08-22,F02,Fitness,6,69,Access control
V00004182,M00099,2024-08-21,F02,Open recreation,16,42,Access control
V00004183,M00099,2024-08-20,F02,Gymnasium,12,129,Access control
V00004184,M00099,2024-08-03,F02,Fitness,17,110,Access control
V00004185,M00099,2024-08-27,F02,Aquatics,18,53,Access control
V00004186,M00099,2024-08-10,F02,Open recreation,20,74,Access control
V00004187,M00099,2024-08-08,F02,Group class,18,31,Access control
V00004188,M00099,2024-09-10,F02,Open recreation,6,114,Access control
V00004189,M00099,2024-09-14,F02,Open recreation,9,46,Access control
V00004190,M00099,2024-09-10,F02,Aquatics,17,80,Access control
V00004191,M00099,2024-09-06,F02,Fitness,7,34,Access control
V00004192,M00099,2024-09-01,F02,Gymnasium,16,60,Front desk entry
V00004193,M00099,2024-09-16,F02,Open recreation,7,84,Access control
V00004194,M00099,2024-10-23,F02,Fitness,19,109,Access control
V00004195,M00099,2024-10-13,F02,Gymnasium,7,109,Access control
V00004196,M00099,2024-10-11,F02,Group class,15,91,Access control
V00004197,M00099,2024-10-23,F02,Open recreation,18,,Access control
V00004198,M00099,2024-11-27,F02,Aquatics,12,41,Access control
V00004199,M00099,2024-11-05,F01,Fitness,16,34,Access control
V00004200,M00099,2024-11-25,F02,Aquatics,20,109,Access control
V00004201,M00099,2024-11-13,F02,Aquatics,19,108,Access control
V00004202,M00099,2024-11-24,F02,Fitness,9,74,Access control
V00004203,M00099,2024-11-04,F04,Aquatics,17,93,Access control
V00004204,M00099,2024-11-02,F02,Aquatics,16,94,Access control
V00004205,M00099,2024-12-08,F02,Gymnasium,9,67,Access control
V00004206,M00099,2024-12-18,F02,Fitness,6,93,Access control
V00004207,M00099,2025-01-01,F02,Open recreation,17,77,Access control
V00004208,M00099,2025-01-19,F02,Open recreation,17,108,Access control
V00004209,M00099,2025-01-02,F02,Open recreation,11,,Access control
V00004210,M00099,2025-02-10,F02,Aquatics,19,37,Front desk entry
V00004211,M00099,2025-02-04,F02,Group class,20,129,Access control
V00004212,M00099,2025-02-09,F02,Aquatics,10,44,Access control
V00004213,M00099,2025-02-11,F02,Gymnasium,8,64,Access control
V00004214,M00099,2025-02-11,F02,Open recreation,18,96,Access control
V00004215,M00099,2025-02-16,F02,Gymnasium,19,59,Access control
V00004216,M00099,2025-02-09,F02,Aquatics,20,35,Access control
V00004217,M00099,2025-02-06,F02,Open recreation,8,55,Access control
