transaction_id,member_id,transaction_date,facility_id,revenue_type,gross_revenue,direct_cost,contribution_margin
T0001184,M00577,2025-06-11,F02,Membership,390,249.6,140.4
T0001185,M00578,2024-06-17,F04,Membership,515,288.4,226.6
T0001186,M00578,2025-01-01,F04,Membership,540,302.4,237.6
T0001187,M00579,2024-08-22,F01,Membership,840,512.4,327.6
T0001188,M00579,2025-01-01,F01,Membership,840,512.4,327.6
T0001189,M00580,2024-06-07,F03,Membership,540,302.4,237.6
T0001190,M00580,2025-01-01,F03,Membership,540,302.4,237.6
T0001191,M00581,2023-07-05,F03,Membership,340,217.6,122.4
T0001192,M00582,2023-08-10,F04,Membership,465,260.4,204.6
T0001193,M00582,2024-01-01,F04,Membership,540,302.4,237.6
T0001194,M00582,2025-01-01,F04,Membership,540,302.4,237.6
T0001195,M00583,2024-02-28,F04,Membership,365,233.6,131.4
T0001196,M00583,2025-01-01,F04,Membership,390,249.6,140.4
T0001197,M00584,2024-11-10,F03,Membership,480,283.2,196.8
T0001198,M00585,2024-01-10,F02,Membership,390,249.6,140.4
T0001199,M00585,2025-01-01,F02,Membership,390,249.6,140.4
T0001200,M00586,2024-06-17,F02,Membership,540,302.4,237.6
T0001201,M00587,2023-11-04,F01,Membership,480,283.2,196.8
T0001202,M00588,2025-04-19,F01,Membership,300,207,93
T0001203,M00589,2023-03-03,F04,Membership,790,481.9,308.1
T0001204,M00590,2025-02-24,F03,Membership,465,260.4,204.6
T0001205,M00591,2023-08-04,F03,Membership,490,274.4,215.6
T0001206,M00591,2024-01-01,F03,Membership,540,302.4,237.6
T0001207,M00592,2024-10-19,F03,Membership,540,302.4,237.6
T0001208,M00592,2025-01-01,F03,Membership,540,302.4,237.6
T0001209,M00593,2023-01-15,F01,Membership,300,207,93
T0001210,M00593,2024-01-01,F01,Membership,300,207,93
T0001211,M00594,2024-05-16,F03,Membership,455,268.45,186.55
T0001212,M00595,2024-09-11,F01,Membership,405,238.95,166.05
T0001213,M00595,2025-01-01,F01,Membership,480,283.2,196.8
T0001214,M00596,2024-01-22,F03,Membership,840,512.4,327.6
T0001215,M00596,2025-01-01,F03,Membership,840,512.4,327.6
T0001216,M00597,2025-02-20,F03,Membership,480,283.2,196.8
T0001217,M00598,2024-06-10,F01,Membership,540,302.4,237.6
T0001218,M00598,2025-01-01,F01,Membership,540,302.4,237.6
T0001219,M00599,2022-01-18,F01,Membership,340,217.6,122.4
T0001220,M00599,2023-01-01,F01,Membership,390,249.6,140.4
T0001221,M00600,2025-07-28,F03,Membership,480,283.2,196.8
T0001222,M00601,2023-07-25,F03,Membership,300,207,93
T0001223,M00601,2024-01-01,F03,Membership,300,207,93
T0001224,M00602,2023-04-05,F03,Membership,480,283.2,196.8
T0001225,M00602,2024-01-01,F03,Membership,480,283.2,196.8
T0001226,M00602,2025-01-01,F03,Membership,480,283.2,196.8
T0001227,M00603,2022-01-06,F01,Membership,390,249.6,140.4
T0001228,M00603,2023-01-01,F01,Membership,365,233.6,131.4
T0001229,M00603,2024-01-01,F01,Membership,390,249.6,140.4
T0001230,M00604,2023-10-26,F02,Membership,540,302.4,237.6
T0001231,M00604,2024-01-01,F02,Membership,540,302.4,237.6
T0001232,M00604,2025-01-01,F02,Membership,540,302.4,237.6
T0001233,M00605,2024-01-16,F04,Membership,840,512.4,327.6
T0001234,M00605,2025-01-01,F04,Membership,840,512.4,327.6
T0001235,M00606,2022-09-27,F02,Membership,515,288.4,226.6
T0001236,M00606,2023-01-01,F02,Membership,540,302.4,237.6
T0001237,M00606,2024-01-01,F02,Membership,540,302.4,237.6
T0001238,M00606,2025-01-01,F02,Membership,540,302.4,237.6
T0001239,M00607,2023-03-29,F04,Membership,515,288.4,226.6
T0001240,M00607,2024-01-01,F04,Membership,490,274.4,215.6
T0001241,M00607,2025-01-01,F04,Membership,540,302.4,237.6
T0001242,M00608,2022-04-17,F03,Membership,480,283.2,196.8
T0001243,M00608,2023-01-01,F03,Membership,480,283.2,196.8
T0001244,M00608,2024-01-01,F03,Membership,455,268.45,186.55
T0001245,M00608,2025-01-01,F03,Membership,480,283.2,196.8
T0001246,M00609,2022-10-21,F03,Membership,515,288.4,226.6
T0001247,M00609,2023-01-01,F03,Membership,515,288.4,226.6
T0001248,M00609,2024-01-01,F03,Membership,540,302.4,237.6
T0001249,M00610,2023-09-10,F03,Membership,540,302.4,237.6
T0001250,M00610,2024-01-01,F03,Membership,540,302.4,237.6
T0001251,M00611,2024-03-15,F02,Membership,540,302.4,237.6
T0001252,M00611,2025-01-01,F02,Membership,540,302.4,237.6
T0001253,M00612,2025-09-24,F02,Membership,300,207,93
T0001254,M00613,2024-02-25,F03,Membership,430,253.7,176.3
T0001255,M00614,2022-07-25,F02,Membership,540,302.4,237.6
T0001256,M00614,2023-01-01,F02,Membership,515,288.4,226.6
T0001257,M00614,2024-01-01,F02,Membership,540,302.4,237.6
T0001258,M00614,2025-01-01,F02,Membership,540,302.4,237.6
T0001259,M00615,2023-06-26,F03,Membership,480,283.2,196.8
T0001260,M00616,2023-08-07,F02,Membership,390,249.6,140.4
T0001261,M00616,2024-01-01,F02,Membership,390,249.6,140.4
T0001262,M00616,2025-01-01,F02,Membership,315,201.6,113.4
T0001263,M00617,2024-03-04,F01,Membership,540,302.4,237.6
T0001264,M00617,2025-01-01,F01,Membership,515,288.4,226.6
T0001265,M00618,2022-03-27,F03,Membership,540,302.4,237.6
T0001266,M00618,2023-01-01,F03,Membership,515,288.4,226.6
T0001267,M00618,2024-01-01,F03,Membership,540,302.4,237.6
T0001268,M00618,2025-01-01,F03,Membership,540,302.4,237.6
T0001269,M00619,2022-10-05,F01,Membership,465,260.4,204.6
T0001270,M00620,2023-08-02,F02,Membership,540,302.4,237.6
T0001271,M00620,2024-01-01,F02,Membership,540,302.4,237.6
T0001272,M00620,2025-01-01,F02,Membership,540,302.4,237.6
T0001273,M00621,2023-11-15,F03,Membership,390,249.6,140.4
T0001274,M00621,2024-01-01,F03,Membership,315,201.6,113.4
T0001275,M00621,2025-01-01,F03,Membership,390,249.6,140.4
T0001276,M00622,2024-09-14,F04,Membership,840,512.4,327.6
T0001277,M00622,2025-01-01,F04,Membership,790,481.9,308.1
T0001278,M00623,2025-09-13,F01,Membership,480,283.2,196.8
T0001279,M00624,2023-11-21,F01,Membership,405,238.95,166.05
T0001280,M00625,2022-04-14,F03,Membership,430,253.7,176.3
T0001281,M00625,2023-01-01,F03,Membership,480,283.2,196.8
T0001282,M00626,2023-01-12,F04,Membership,540,302.4,237.6
T0001283,M00627,2022-07-24,F04,Membership,300,207,93
T0001284,M00627,2023-01-01,F04,Membership,225,155.25,69.75
T0001285,M00627,2024-01-01,F04,Membership,275,189.75,85.25
T0001286,M00627,2025-01-01,F04,Membership,300,207,93
T0001287,M00628,2024-10-29,F02,Membership,540,302.4,237.6
T0001288,M00628,2025-01-01,F02,Membership,540,302.4,237.6
T0001289,M00629,2023-10-09,F04,Membership,790,481.9,308.1
T0001290,M00629,2024-01-01,F04,Membership,815,497.15,317.85
T0001291,M00629,2025-01-01,F04,Membership,840,512.4,327.6
T0001292,M00630,2023-08-25,F01,Membership,840,512.4,327.6
T0001293,M00630,2024-01-01,F01,Membership,840,512.4,327.6
T0001294,M00630,2025-01-01,F01,Membership,765,466.65,298.35
T0001295,M00631,2024-07-28,F01,Membership,540,302.4,237.6
T0001296,M00631,2025-01-01,F01,Membership,540,302.4,237.6
T0001297,M00632,2025-01-11,F01,Membership,390,249.6,140.4
T0001298,M00633,2022-07-11,F01,Membership,540,302.4,237.6
T0001299,M00634,2024-02-13,F04,Membership,540,302.4,237.6
T0001300,M00635,2024-06-18,F04,Membership,765,466.65,298.35
T0001301,M00636,2024-07-12,F01,Membership,840,512.4,327.6
T0001302,M00636,2025-01-01,F01,Membership,815,497.15,317.85
T0001303,M00637,2024-01-26,F04,Membership,540,302.4,237.6
T0001304,M00637,2025-01-01,F04,Membership,515,288.4,226.6
T0001305,M00638,2023-05-25,F04,Membership,840,512.4,327.6
T0001306,M00638,2024-01-01,F04,Membership,840,512.4,327.6
T0001307,M00638,2025-01-01,F04,Membership,790,481.9,308.1
T0001308,M00639,2025-11-16,F01,Membership,540,302.4,237.6
T0001309,M00640,2023-03-11,F01,Membership,815,497.15,317.85
T0001310,M00640,2024-01-01,F01,Membership,840,512.4,327.6
T0001311,M00640,2025-01-01,F01,Membership,815,497.15,317.85
T0001312,M00641,2023-09-14,F02,Membership,390,249.6,140.4
T0001313,M00641,2024-01-01,F02,Membership,315,201.6,113.4
T0001314,M00641,2025-01-01,F02,Membership,390,249.6,140.4
T0001315,M00642,2025-04-27,F02,Membership,275,189.75,85.25
T0001316,M00643,2024-11-16,F01,Membership,250,172.5,77.5
T0001317,M00643,2025-01-01,F01,Membership,300,207,93
T0001318,M00644,2025-01-30,F04,Membership,840,512.4,327.6
T0001319,M00645,2025-02-02,F01,Membership,480,283.2,196.8
T0001320,M00646,2023-02-19,F03,Membership,480,283.2,196.8
T0001321,M00647,2024-10-04,F02,Membership,490,274.4,215.6
T0001322,M00648,2022-07-23,F01,Membership,430,253.7,176.3
T0001323,M00649,2025-10-30,F01,Membership,765,466.65,298.35
T0001324,M00650,2024-10-13,F04,Membership,225,155.25,69.75
T0001325,M00650,2025-01-01,F04,Membership,250,172.5,77.5
T0001326,M00651,2024-07-05,F04,Membership,540,302.4,237.6
T0001327,M00651,2025-01-01,F04,Membership,540,302.4,237.6
T0001328,M00652,2023-06-05,F01,Membership,840,512.4,327.6
T0001329,M00652,2024-01-01,F01,Membership,790,481.9,308.1
T0001330,M00652,2025-01-01,F01,Membership,840,512.4,327.6
T0001331,M00653,2024-07-26,F04,Membership,455,268.45,186.55
T0001332,M00653,2025-01-01,F04,Membership,480,283.2,196.8
T0001333,M00654,2024-04-13,F02,Membership,515,288.4,226.6
T0001334,M00655,2025-03-31,F04,Membership,365,233.6,131.4
T0001335,M00656,2024-09-29,F01,Membership,490,274.4,215.6
T0001336,M00656,2025-01-01,F01,Membership,540,302.4,237.6
T0001337,M00657,2024-10-18,F03,Membership,540,302.4,237.6
T0001338,M00657,2025-01-01,F03,Membership,540,302.4,237.6
T0001339,M00658,2024-02-20,F02,Membership,480,283.2,196.8
T0001340,M00658,2025-01-01,F02,Membership,480,283.2,196.8
T0001341,M00659,2025-04-25,F03,Membership,480,283.2,196.8
T0001342,M00660,2024-10-01,F02,Membership,390,249.6,140.4
T0001343,M00660,2025-01-01,F02,Membership,315,201.6,113.4
T0001344,M00661,2024-03-04,F04,Membership,275,189.75,85.25
T0001345,M00661,2025-01-01,F04,Membership,275,189.75,85.25
T0001346,M00662,2022-07-16,F03,Membership,340,217.6,122.4
T0001347,M00662,2023-01-01,F03,Membership,365,233.6,131.4
T0001348,M00663,2024-02-19,F01,Membership,540,302.4,237.6
T0001349,M00663,2025-01-01,F01,Membership,540,302.4,237.6
T0001350,M00664,2025-06-03,F04,Membership,515,288.4,226.6
T0001351,M00665,2024-10-28,F02,Membership,540,302.4,237.6
T0001352,M00665,2025-01-01,F02,Membership,540,302.4,237.6
T0001353,M00666,2025-03-09,F01,Membership,490,274.4,215.6
T0001354,M00667,2022-10-09,F02,Membership,540,302.4,237.6
T0001355,M00667,2023-01-01,F02,Membership,490,274.4,215.6
T0001356,M00667,2024-01-01,F02,Membership,515,288.4,226.6
T0001357,M00667,2025-01-01,F02,Membership,540,302.4,237.6
T0001358,M00668,2024-03-03,F01,Membership,790,481.9,308.1
T0001359,M00668,2025-01-01,F01,Membership,840,512.4,327.6
T0001360,M00669,2022-07-05,F02,Membership,790,481.9,308.1
T0001361,M00670,2025-04-01,F04,Membership,540,302.4,237.6
T0001362,M00671,2024-01-26,F03,Membership,790,481.9,308.1
T0001363,M00671,2025-01-01,F03,Membership,840,512.4,327.6
T0001364,M00672,2023-06-26,F02,Membership,390,249.6,140.4
T0001365,M00672,2024-01-01,F02,Membership,365,233.6,131.4
T0001366,M00672,2025-01-01,F02,Membership,365,233.6,131.4
T0001367,M00673,2024-06-19,F01,Membership,490,274.4,215.6
T0001368,M00673,2025-01-01,F01,Membership,540,302.4,237.6
T0001369,M00674,2023-02-21,F02,Membership,275,189.75,85.25
T0001370,M00674,2024-01-01,F02,Membership,300,207,93
T0001371,M00674,2025-01-01,F02,Membership,300,207,93
T0001372,M00675,2023-05-21,F01,Membership,840,512.4,327.6
T0001373,M00675,2024-01-01,F01,Membership,790,481.9,308.1
T0001374,M00675,2025-01-01,F01,Membership,815,497.15,317.85
T0001375,M00676,2022-01-18,F01,Membership,515,288.4,226.6
T0001376,M00677,2022-03-24,F01,Membership,540,302.4,237.6
T0001377,M00677,2023-01-01,F01,Membership,515,288.4,226.6
T0001378,M00677,2024-01-01,F01,Membership,540,302.4,237.6
T0001379,M00678,2023-10-06,F01,Membership,390,249.6,140.4
T0001380,M00678,2024-01-01,F01,Membership,390,249.6,140.4
T0001381,M00678,2025-01-01,F01,Membership,340,217.6,122.4
T0001382,M00679,2023-02-28,F04,Membership,540,302.4,237.6
T0001383,M00680,2024-02-12,F01,Membership,540,302.4,237.6
T0001384,M00681,2025-08-27,F02,Membership,390,249.6,140.4
T0001385,M00682,2025-04-02,F04,Membership,480,283.2,196.8
T0001386,M00683,2023-11-17,F03,Membership,515,288.4,226.6
T0001387,M00684,2022-09-04,F01,Membership,340,217.6,122.4
T0001388,M00684,2023-01-01,F01,Membership,390,249.6,140.4
T0001389,M00685,2024-07-04,F02,Membership,840,512.4,327.6
T0001390,M00686,2023-02-04,F01,Membership,790,481.9,308.1
T0001391,M00686,2024-01-01,F01,Membership,840,512.4,327.6
T0001392,M00687,2022-05-13,F04,Membership,540,302.4,237.6
T0001393,M00687,2023-01-01,F04,Membership,540,302.4,237.6
T0001394,M00687,2024-01-01,F04,Membership,515,288.4,226.6
T0001395,M00687,2025-01-01,F04,Membership,540,302.4,237.6
T0001396,M00688,2023-05-20,F02,Membership,480,283.2,196.8
T0001397,M00688,2024-01-01,F02,Membership,480,283.2,196.8
T0001398,M00689,2023-05-06,F02,Membership,455,268.45,186.55
T0001399,M00689,2024-01-01,F02,Membership,430,253.7,176.3
T0001400,M00689,2025-01-01,F02,Membership,480,283.2,196.8
T0001401,M00690,2022-05-14,F02,Membership,455,268.45,186.55
T0001402,M00691,2022-09-15,F03,Membership,540,302.4,237.6
T0001403,M00692,2024-09-11,F03,Membership,480,283.2,196.8
T0001404,M00693,2022-04-03,F01,Membership,815,497.15,317.85
T0001405,M00693,2023-01-01,F01,Membership,840,512.4,327.6
T0001406,M00693,2024-01-01,F01,Membership,840,512.4,327.6
T0001407,M00693,2025-01-01,F01,Membership,840,512.4,327.6
T0001408,M00694,2023-06-23,F03,Membership,480,283.2,196.8
T0001409,M00694,2024-01-01,F03,Membership,430,253.7,176.3
T0001410,M00694,2025-01-01,F03,Membership,480,283.2,196.8
T0001411,M00695,2022-10-25,F01,Membership,390,249.6,140.4
T0001412,M00695,2023-01-01,F01,Membership,390,249.6,140.4
T0001413,M00695,2024-01-01,F01,Membership,365,233.6,131.4
T0001414,M00695,2025-01-01,F01,Membership,390,249.6,140.4
T0001415,M00696,2024-09-06,F02,Membership,390,249.6,140.4
T0001416,M00696,2025-01-01,F02,Membership,365,233.6,131.4
T0001417,M00697,2022-06-17,F03,Membership,840,512.4,327.6
T0001418,M00698,2023-10-15,F04,Membership,515,288.4,226.6
T0001419,M00698,2024-01-01,F04,Membership,540,302.4,237.6
T0001420,M00698,2025-01-01,F04,Membership,490,274.4,215.6
T0001421,M00699,2025-09-30,F02,Membership,225,155.25,69.75
T0001422,M00700,2024-07-18,F04,Membership,540,302.4,237.6
T0001423,M00700,2025-01-01,F04,Membership,540,302.4,237.6
T0001424,M00701,2025-11-02,F04,Membership,365,233.6,131.4
T0001425,M00702,2023-07-08,F01,Membership,540,302.4,237.6
T0001426,M00702,2024-01-01,F01,Membership,540,302.4,237.6
T0001427,M00702,2025-01-01,F01,Membership,540,302.4,237.6
T0001428,M00703,2022-01-11,F02,Membership,540,302.4,237.6
T0001429,M00703,2023-01-01,F02,Membership,465,260.4,204.6
T0001430,M00703,2024-01-01,F02,Membership,540,302.4,237.6
T0001431,M00704,2024-07-10,F02,Membership,815,497.15,317.85
T0001432,M00704,2025-01-01,F02,Membership,840,512.4,327.6
T0001433,M00705,2024-03-15,F03,Membership,840,512.4,327.6
T0001434,M00706,2023-11-09,F03,Membership,455,268.45,186.55
T0001435,M00707,2023-07-11,F01,Membership,275,189.75,85.25
T0001436,M00707,2024-01-01,F01,Membership,300,207,93
T0001437,M00707,2025-01-01,F01,Membership,300,207,93
T0001438,M00708,2022-02-13,F01,Membership,515,288.4,226.6
T0001439,M00709,2025-04-03,F02,Membership,300,207,93
T0001440,M00710,2024-08-14,F01,Membership,390,249.6,140.4
T0001441,M00710,2025-01-01,F01,Membership,365,233.6,131.4
T0001442,M00711,2022-11-01,F03,Membership,540,302.4,237.6
T0001443,M00711,2023-01-01,F03,Membership,540,302.4,237.6
T0001444,M00712,2025-06-18,F01,Membership,840,512.4,327.6
T0001445,M00713,2025-01-22,F02,Membership,490,274.4,215.6
T0001446,M00714,2024-07-11,F04,Membership,540,302.4,237.6
T0001447,M00714,2025-01-01,F04,Membership,465,260.4,204.6
T0001448,M00715,2025-06-08,F04,Membership,540,302.4,237.6
T0001449,M00716,2023-04-17,F03,Membership,405,238.95,166.05
T0001450,M00716,2024-01-01,F03,Membership,480,283.2,196.8
T0001451,M00716,2025-01-01,F03,Membership,480,283.2,196.8
T0001452,M00717,2023-05-06,F04,Membership,480,283.2,196.8
T0001453,M00718,2023-01-17,F02,Membership,840,512.4,327.6
T0001454,M00718,2024-01-01,F02,Membership,765,466.65,298.35
T0001455,M00718,2025-01-01,F02,Membership,815,497.15,317.85
T0001456,M00719,2022-01-15,F01,Membership,540,302.4,237.6
T0001457,M00719,2023-01-01,F01,Membership,540,302.4,237.6
T0001458,M00719,2024-01-01,F01,Membership,540,302.4,237.6
T0001459,M00719,2025-01-01,F01,Membership,540,302.4,237.6
T0001460,M00720,2023-07-30,F03,Membership,540,302.4,237.6
T0001461,M00720,2024-01-01,F03,Membership,540,302.4,237.6
T0001462,M00720,2025-01-01,F03,Membership,540,302.4,237.6
T0001463,M00721,2025-08-29,F02,Membership,790,481.9,308.1
T0001464,M00722,2024-06-09,F04,Membership,540,302.4,237.6
T0001465,M00723,2022-02-03,F04,Membership,390,249.6,140.4
T0001466,M00723,2023-01-01,F04,Membership,390,249.6,140.4
T0001467,M00723,2024-01-01,F04,Membership,390,249.6,140.4
T0001468,M00723,2025-01-01,F04,Membership,340,217.6,122.4
T0001469,M00724,2022-03-05,F02,Membership,540,302.4,237.6
T0001470,M00724,2023-01-01,F02,Membership,465,260.4,204.6
T0001471,M00725,2025-05-12,F04,Membership,840,512.4,327.6
T0001472,M00726,2023-02-25,F01,Membership,515,288.4,226.6
T0001473,M00726,2024-01-01,F01,Membership,540,302.4,237.6
T0001474,M00726,2025-01-01,F01,Membership,490,274.4,215.6
T0001475,M00727,2022-03-15,F03,Membership,480,283.2,196.8
T0001476,M00727,2023-01-01,F03,Membership,480,283.2,196.8
T0001477,M00728,2024-09-30,F01,Membership,480,283.2,196.8
T0001478,M00728,2025-01-01,F01,Membership,480,283.2,196.8
T0001479,M00729,2023-08-10,F04,Membership,480,283.2,196.8
T0001480,M00729,2024-01-01,F04,Membership,480,283.2,196.8
T0001481,M00729,2025-01-01,F04,Membership,480,283.2,196.8
T0001482,M00730,2024-07-22,F03,Membership,540,302.4,237.6
T0001483,M00731,2025-08-24,F01,Membership,840,512.4,327.6
T0001484,M00732,2023-03-20,F02,Membership,390,249.6,140.4
T0001485,M00732,2024-01-01,F02,Membership,390,249.6,140.4
T0001486,M00732,2025-01-01,F02,Membership,390,249.6,140.4
T0001487,M00733,2024-05-24,F04,Membership,790,481.9,308.1
T0001488,M00733,2025-01-01,F04,Membership,815,497.15,317.85
T0001489,M00734,2024-05-24,F01,Membership,540,302.4,237.6
T0001490,M00734,2025-01-01,F01,Membership,465,260.4,204.6
T0001491,M00735,2022-03-20,F01,Membership,840,512.4,327.6
T0001492,M00735,2023-01-01,F01,Membership,815,497.15,317.85
T0001493,M00735,2024-01-01,F01,Membership,840,512.4,327.6
T0001494,M00735,2025-01-01,F01,Membership,790,481.9,308.1
T0001495,M00736,2023-06-11,F04,Membership,490,274.4,215.6
T0001496,M00736,2024-01-01,F04,Membership,540,302.4,237.6
T0001497,M00736,2025-01-01,F04,Membership,540,302.4,237.6
T0001498,M00737,2024-09-16,F04,Membership,465,260.4,204.6
T0001499,M00737,2025-01-01,F04,Membership,540,302.4,237.6
T0001500,M00738,2024-09-09,F02,Membership,390,249.6,140.4
T0001501,M00738,2025-01-01,F02,Membership,390,249.6,140.4
T0001502,M00739,2025-05-16,F04,Membership,540,302.4,237.6
T0001503,M00740,2023-10-25,F03,Membership,840,512.4,327.6
T0001504,M00740,2024-01-01,F03,Membership,840,512.4,327.6
T0001505,M00740,2025-01-01,F03,Membership,840,512.4,327.6
T0001506,M00741,2025-10-24,F02,Membership,490,274.4,215.6
T0001507,M00742,2023-01-19,F02,Membership,840,512.4,327.6
T0001508,M00742,2024-01-01,F02,Membership,840,512.4,327.6
T0001509,M00742,2025-01-01,F02,Membership,840,512.4,327.6
T0001510,M00743,2024-08-27,F03,Membership,300,207,93
T0001511,M00743,2025-01-01,F03,Membership,300,207,93
T0001512,M00744,2023-04-17,F04,Membership,540,302.4,237.6
T0001513,M00744,2024-01-01,F04,Membership,540,302.4,237.6
T0001514,M00745,2023-03-12,F02,Membership,480,283.2,196.8
T0001515,M00745,2024-01-01,F02,Membership,430,253.7,176.3
T0001516,M00745,2025-01-01,F02,Membership,480,283.2,196.8
T0001517,M00746,2024-03-05,F01,Membership,465,260.4,204.6
T0001518,M00746,2025-01-01,F01,Membership,540,302.4,237.6
T0001519,M00747,2024-07-31,F03,Membership,390,249.6,140.4
T0001520,M00747,2025-01-01,F03,Membership,315,201.6,113.4
T0001521,M00748,2022-07-12,F01,Membership,540,302.4,237.6
T0001522,M00748,2023-01-01,F01,Membership,540,302.4,237.6
T0001523,M00748,2024-01-01,F01,Membership,540,302.4,237.6
T0001524,M00749,2023-10-30,F02,Membership,390,249.6,140.4
T0001525,M00749,2024-01-01,F02,Membership,390,249.6,140.4
T0001526,M00749,2025-01-01,F02,Membership,390,249.6,140.4
T0001527,M00750,2024-09-22,F02,Membership,455,268.45,186.55
T0001528,M00751,2024-06-18,F04,Membership,480,283.2,196.8
T0001529,M00751,2025-01-01,F04,Membership,480,283.2,196.8
T0001530,M00752,2025-06-03,F02,Membership,840,512.4,327.6
T0001531,M00753,2022-07-01,F03,Membership,540,302.4,237.6
T0001532,M00753,2023-01-01,F03,Membership,540,302.4,237.6
T0001533,M00753,2024-01-01,F03,Membership,540,302.4,237.6
T0001534,M00753,2025-01-01,F03,Membership,515,288.4,226.6
T0001535,M00754,2025-08-28,F02,Membership,390,249.6,140.4
T0001536,M00755,2022-04-20,F01,Membership,840,512.4,327.6
T0001537,M00755,2023-01-01,F01,Membership,840,512.4,327.6
T0001538,M00755,2024-01-01,F01,Membership,840,512.4,327.6
T0001539,M00755,2025-01-01,F01,Membership,790,481.9,308.1
T0001540,M00756,2022-07-28,F01,Membership,300,207,93
T0001541,M00756,2023-01-01,F01,Membership,250,172.5,77.5
T0001542,M00756,2024-01-01,F01,Membership,300,207,93
T0001543,M00756,2025-01-01,F01,Membership,300,207,93
T0001544,M00757,2023-01-30,F03,Membership,480,283.2,196.8
T0001545,M00758,2022-06-15,F02,Membership,515,288.4,226.6
T0001546,M00758,2023-01-01,F02,Membership,515,288.4,226.6
T0001547,M00758,2024-01-01,F02,Membership,515,288.4,226.6
T0001548,M00758,2025-01-01,F02,Membership,540,302.4,237.6
T0001549,M00759,2023-06-10,F03,Membership,540,302.4,237.6
T0001550,M00760,2024-06-30,F03,Membership,540,302.4,237.6
T0001551,M00760,2025-01-01,F03,Membership,515,288.4,226.6
T0001552,M00761,2023-02-01,F01,Membership,515,288.4,226.6
T0001553,M00761,2024-01-01,F01,Membership,490,274.4,215.6
T0001554,M00761,2025-01-01,F01,Membership,540,302.4,237.6
T0001555,M00762,2023-10-15,F01,Membership,300,207,93
T0001556,M00762,2024-01-01,F01,Membership,300,207,93
T0001557,M00762,2025-01-01,F01,Membership,300,207,93
T0001558,M00763,2025-02-25,F01,Membership,840,512.4,327.6
T0001559,M00764,2024-11-09,F04,Membership,455,268.45,186.55
T0001560,M00764,2025-01-01,F04,Membership,480,283.2,196.8
T0001561,M00765,2023-08-07,F01,Membership,840,512.4,327.6
T0001562,M00765,2024-01-01,F01,Membership,840,512.4,327.6
T0001563,M00766,2022-08-14,F01,Membership,300,207,93
T0001564,M00766,2023-01-01,F01,Membership,300,207,93
T0001565,M00766,2024-01-01,F01,Membership,300,207,93
T0001566,M00766,2025-01-01,F01,Membership,300,207,93
T0001567,M00767,2024-09-03,F02,Membership,480,283.2,196.8
T0001568,M00767,2025-01-01,F02,Membership,480,283.2,196.8
T0001569,M00768,2022-03-09,F04,Membership,465,260.4,204.6
T0001570,M00768,2023-01-01,F04,Membership,540,302.4,237.6
T0001571,M00768,2024-01-01,F04,Membership,490,274.4,215.6
T0001572,M00768,2025-01-01,F04,Membership,540,302.4,237.6
T0001573,M00769,2024-03-03,F04,Membership,465,260.4,204.6
T0001574,M00769,2025-01-01,F04,Membership,515,288.4,226.6
T0001575,M00770,2023-03-30,F01,Membership,390,249.6,140.4
T0001576,M00771,2025-05-17,F01,Membership,790,481.9,308.1
T0001577,M00772,2022-01-27,F04,Membership,840,512.4,327.6
T0001578,M00772,2023-01-01,F04,Membership,840,512.4,327.6
T0001579,M00773,2022-02-18,F01,Membership,540,302.4,237.6
T0001580,M00773,2023-01-01,F01,Membership,465,260.4,204.6
T0001581,M00774,2025-06-10,F02,Membership,815,497.15,317.85
T0001582,M00775,2023-09-22,F03,Membership,480,283.2,196.8
T0001583,M00775,2024-01-01,F03,Membership,480,283.2,196.8
T0001584,M00775,2025-01-01,F03,Membership,480,283.2,196.8
T0001585,M00776,2024-02-05,F01,Membership,840,512.4,327.6
T0001586,M00776,2025-01-01,F01,Membership,840,512.4,327.6
T0001587,M00777,2024-08-03,F01,Membership,815,497.15,317.85
T0001588,M00777,2025-01-01,F01,Membership,840,512.4,327.6
T0001589,M00778,2025-09-24,F04,Membership,480,283.2,196.8
T0001590,M00779,2023-05-22,F01,Membership,455,268.45,186.55
T0001591,M00779,2024-01-01,F01,Membership,455,268.45,186.55
T0001592,M00779,2025-01-01,F01,Membership,430,253.7,176.3
T0001593,M00780,2025-02-18,F01,Membership,840,512.4,327.6
T0001594,M00781,2022-05-14,F04,Membership,540,302.4,237.6
T0001595,M00781,2023-01-01,F04,Membership,540,302.4,237.6
T0001596,M00781,2024-01-01,F04,Membership,540,302.4,237.6
T0001597,M00781,2025-01-01,F04,Membership,540,302.4,237.6
T0001598,M00782,2023-06-17,F01,Membership,815,497.15,317.85
T0001599,M00782,2024-01-01,F01,Membership,840,512.4,327.6
T0001600,M00782,2025-01-01,F01,Membership,840,512.4,327.6
T0001601,M00783,2022-02-06,F02,Membership,490,274.4,215.6
T0001602,M00783,2023-01-01,F02,Membership,540,302.4,237.6
T0001603,M00784,2023-10-15,F04,Membership,840,512.4,327.6
T0001604,M00784,2024-01-01,F04,Membership,815,497.15,317.85
T0001605,M00784,2025-01-01,F04,Membership,840,512.4,327.6
T0001606,M00785,2025-08-17,F01,Membership,540,302.4,237.6
T0001607,M00786,2024-10-28,F03,Membership,540,302.4,237.6
T0001608,M00787,2023-10-15,F03,Membership,815,497.15,317.85
